ROC-AUC score 0.517640
0.031400, 0.010000
0.031600, 0.010000
0.031800, 0.010000
0.032000, 0.010000
0.032200, 0.010000
0.032400, 0.010000
0.032600, 0.010000
0.032800, 0.010000
0.033000, 0.010000
0.033200, 0.010000
0.033400, 0.010000
0.033600, 0.010000
0.033800, 0.010000
0.034000, 0.010000
0.034200, 0.010000
0.034400, 0.010000
0.034600, 0.010000
0.034800, 0.010000
0.035000, 0.010000
0.035200, 0.010000
0.035600, 0.010000
0.035800, 0.010000
0.036000, 0.010000
0.036200, 0.010000
0.036400, 0.010000
0.036600, 0.010000
0.036800, 0.010000
0.037000, 0.010000
0.037200, 0.010000
0.037400, 0.010000
0.037600, 0.010000
0.037800, 0.010000
0.038000, 0.010000
0.038200, 0.010000
0.038400, 0.010000
0.038600, 0.010000
0.038800, 0.010000
0.039000, 0.010000
0.039200, 0.010000
0.039400, 0.010000
0.039600, 0.010000
0.039800, 0.010000
0.040000, 0.010000
0.040200, 0.010000
0.040400, 0.010000
0.040600, 0.010000
0.040800, 0.010000
0.041000, 0.010000
0.041200, 0.010000
0.041400, 0.010000
0.041600, 0.010000
0.041800, 0.010000
0.042000, 0.010000
0.042200, 0.010000
0.042400, 0.010000
0.042600, 0.010000
0.042800, 0.010000
0.043000, 0.010000
0.043200, 0.010000
0.043400, 0.010000
0.043600, 0.010000
0.044000, 0.010000
0.044200, 0.010000
0.044400, 0.010000
0.044600, 0.010000
0.044800, 0.010000
0.045000, 0.010000
0.045200, 0.010000
0.045400, 0.010000
0.045600, 0.010000
0.045800, 0.010000
0.046000, 0.010000
0.046200, 0.010000
0.046400, 0.010000
0.046800, 0.010000
0.047000, 0.010000
0.047200, 0.010000
0.047400, 0.010000
0.047600, 0.010000
0.047800, 0.010000
0.048200, 0.010000
0.048400, 0.010000
0.048600, 0.010000
0.048800, 0.010000
0.049000, 0.010000
0.049200, 0.010000
0.049400, 0.010000
0.049600, 0.010000
0.049800, 0.010000
0.050000, 0.010000
0.050200, 0.010000
0.050400, 0.010000
0.050800, 0.010000
0.051000, 0.010000
0.051000, 0.020000
0.051200, 0.020000
0.051400, 0.020000
0.051600, 0.020000
0.051800, 0.020000
0.052000, 0.020000
0.052400, 0.020000
0.052600, 0.020000
0.052800, 0.020000
0.053000, 0.020000
0.053200, 0.020000
0.053400, 0.020000
0.053600, 0.020000
0.053800, 0.020000
0.054000, 0.020000
0.054200, 0.020000
0.054400, 0.020000
0.054600, 0.020000
0.054800, 0.020000
0.055000, 0.020000
0.055200, 0.020000
0.055400, 0.020000
0.055600, 0.020000
0.055800, 0.020000
0.056000, 0.020000
0.056200, 0.020000
0.056400, 0.020000
0.056600, 0.020000
0.056800, 0.020000
0.057000, 0.020000
0.057200, 0.020000
0.057400, 0.020000
0.057600, 0.020000
0.057800, 0.020000
0.058000, 0.020000
0.058200, 0.020000
0.058400, 0.020000
0.058600, 0.020000
0.058800, 0.020000
0.059000, 0.020000
0.059200, 0.020000
0.059600, 0.020000
0.059800, 0.020000
0.060000, 0.020000
0.060200, 0.020000
0.060400, 0.020000
0.060600, 0.020000
0.060800, 0.020000
0.061000, 0.020000
0.061200, 0.020000
0.061400, 0.020000
0.061600, 0.020000
0.061800, 0.020000
0.062000, 0.020000
0.062200, 0.020000
0.062400, 0.020000
0.062600, 0.020000
0.063000, 0.020000
0.063200, 0.020000
0.063400, 0.020000
0.063600, 0.020000
0.063800, 0.020000
0.064000, 0.020000
0.064200, 0.020000
0.064400, 0.020000
0.064600, 0.020000
0.064800, 0.020000
0.065000, 0.020000
0.065200, 0.020000
0.065400, 0.020000
0.065400, 0.030000
0.065600, 0.030000
0.066000, 0.030000
0.066200, 0.030000
0.066400, 0.030000
0.066600, 0.030000
0.066800, 0.030000
0.067000, 0.030000
0.067000, 0.040000
0.067200, 0.040000
0.067400, 0.040000
0.067600, 0.040000
0.067800, 0.040000
0.068000, 0.040000
0.068200, 0.040000
0.068400, 0.040000
0.068600, 0.040000
0.068800, 0.040000
0.069000, 0.040000
0.069200, 0.040000
0.069400, 0.040000
0.069600, 0.040000
0.069800, 0.040000
0.070400, 0.040000
0.070600, 0.040000
0.071000, 0.040000
0.071200, 0.040000
0.071400, 0.040000
0.071600, 0.040000
0.071800, 0.040000
0.072000, 0.040000
0.072200, 0.040000
0.072600, 0.040000
0.072800, 0.040000
0.073000, 0.040000
0.073200, 0.040000
0.073400, 0.040000
0.073800, 0.040000
0.074000, 0.040000
0.074200, 0.040000
0.074400, 0.040000
0.074600, 0.040000
0.074800, 0.040000
0.075000, 0.040000
0.075200, 0.040000
0.075400, 0.040000
0.075600, 0.040000
0.075800, 0.040000
0.076000, 0.040000
0.076200, 0.040000
0.076400, 0.040000
0.076600, 0.040000
0.076800, 0.040000
0.077000, 0.040000
0.077200, 0.040000
0.077400, 0.040000
0.077600, 0.040000
0.077800, 0.040000
0.078000, 0.040000
0.078200, 0.040000
0.078400, 0.040000
0.078600, 0.040000
0.078800, 0.040000
0.079000, 0.040000
0.079200, 0.040000
0.079400, 0.040000
0.079600, 0.040000
0.079800, 0.040000
0.080000, 0.040000
0.080200, 0.040000
0.080400, 0.040000
0.080600, 0.040000
0.080800, 0.040000
0.081000, 0.040000
0.081200, 0.040000
0.081400, 0.040000
0.081600, 0.040000
0.081800, 0.040000
0.082000, 0.040000
0.082200, 0.040000
0.082400, 0.040000
0.082600, 0.040000
0.083000, 0.040000
0.083200, 0.040000
0.083400, 0.040000
0.083600, 0.040000
0.083800, 0.040000
0.084000, 0.040000
0.084200, 0.040000
0.084400, 0.040000
0.084600, 0.040000
0.084800, 0.040000
0.085000, 0.040000
0.085200, 0.040000
0.085400, 0.040000
0.085600, 0.040000
0.085800, 0.040000
0.086000, 0.040000
0.086200, 0.040000
0.086400, 0.040000
0.086600, 0.040000
0.086800, 0.040000
0.087000, 0.040000
0.087200, 0.040000
0.087400, 0.040000
0.087600, 0.040000
0.087800, 0.040000
0.088000, 0.040000
0.088200, 0.040000
0.088400, 0.040000
0.088600, 0.040000
0.088800, 0.040000
0.089000, 0.040000
0.089200, 0.040000
0.089400, 0.040000
0.089600, 0.040000
0.089800, 0.040000
0.090000, 0.040000
0.090200, 0.040000
0.090400, 0.040000
0.090600, 0.040000
0.090800, 0.040000
0.091000, 0.040000
0.091200, 0.040000
0.091400, 0.040000
0.091600, 0.040000
0.091800, 0.040000
0.092000, 0.040000
0.092200, 0.040000
0.092400, 0.040000
0.092600, 0.040000
0.092800, 0.040000
0.093000, 0.040000
0.093200, 0.040000
0.093400, 0.040000
0.093600, 0.040000
0.093800, 0.040000
0.094000, 0.040000
0.094200, 0.040000
0.094400, 0.040000
0.094600, 0.040000
0.094800, 0.040000
0.095000, 0.040000
0.095200, 0.040000
0.095400, 0.040000
0.095600, 0.040000
0.096200, 0.040000
0.096400, 0.040000
0.096600, 0.040000
0.096800, 0.040000
0.097200, 0.040000
0.097400, 0.040000
0.097800, 0.040000
0.098000, 0.040000
0.098200, 0.040000
0.098400, 0.040000
0.098600, 0.040000
0.098800, 0.040000
0.099200, 0.040000
0.099600, 0.040000
0.099800, 0.040000
0.100000, 0.040000
0.100200, 0.040000
0.100400, 0.040000
0.100600, 0.040000
0.100800, 0.040000
0.101200, 0.040000
0.101400, 0.040000
0.101600, 0.040000
0.101800, 0.040000
0.102000, 0.040000
0.102400, 0.040000
0.102600, 0.040000
0.102800, 0.040000
0.103000, 0.040000
0.103200, 0.040000
0.103400, 0.040000
0.103600, 0.040000
0.103800, 0.040000
0.104000, 0.040000
0.104200, 0.040000
0.104400, 0.040000
0.104800, 0.040000
0.105000, 0.040000
0.105200, 0.040000
0.105400, 0.040000
0.105600, 0.040000
0.106000, 0.040000
0.106200, 0.040000
0.106400, 0.040000
0.106600, 0.040000
0.106800, 0.040000
0.107000, 0.040000
0.107200, 0.040000
0.107400, 0.040000
0.107600, 0.040000
0.107600, 0.050000
0.107800, 0.050000
0.108000, 0.050000
0.108200, 0.050000
0.108400, 0.050000
0.108600, 0.050000
0.108800, 0.050000
0.109000, 0.050000
0.109200, 0.050000
0.109400, 0.050000
0.109600, 0.050000
0.109800, 0.050000
0.110000, 0.050000
0.110200, 0.050000
0.110400, 0.050000
0.110600, 0.050000
0.110800, 0.050000
0.111000, 0.050000
0.111200, 0.050000
0.111400, 0.050000
0.111600, 0.050000
0.111800, 0.050000
0.112000, 0.050000
0.112200, 0.050000
0.112400, 0.050000
0.112600, 0.050000
0.112800, 0.050000
0.113000, 0.050000
0.113200, 0.050000
0.113400, 0.050000
0.113600, 0.050000
0.113800, 0.050000
0.114000, 0.050000
0.114200, 0.050000
0.114200, 0.060000
0.114400, 0.060000
0.114600, 0.060000
0.114800, 0.060000
0.115000, 0.060000
0.115200, 0.060000
0.115400, 0.060000
0.115800, 0.060000
0.116000, 0.060000
0.116200, 0.060000
0.116400, 0.060000
0.116600, 0.060000
0.117000, 0.060000
0.117200, 0.060000
0.117400, 0.060000
0.117600, 0.060000
0.117800, 0.060000
0.118000, 0.060000
0.118200, 0.060000
0.118400, 0.060000
0.118600, 0.060000
0.118800, 0.060000
0.119000, 0.060000
0.119200, 0.060000
0.119600, 0.060000
0.119800, 0.060000
0.120000, 0.060000
0.120200, 0.060000
0.120400, 0.060000
0.120400, 0.070000
0.120600, 0.070000
0.120800, 0.070000
0.121000, 0.070000
0.121200, 0.070000
0.121400, 0.070000
0.121600, 0.070000
0.121800, 0.070000
0.122000, 0.070000
0.122200, 0.070000
0.122400, 0.070000
0.122600, 0.070000
0.122800, 0.070000
0.123000, 0.070000
0.123200, 0.070000
0.123400, 0.070000
0.123600, 0.070000
0.123800, 0.070000
0.124000, 0.070000
0.124200, 0.070000
0.124400, 0.070000
0.124600, 0.070000
0.124800, 0.070000
0.125000, 0.070000
0.125200, 0.070000
0.125400, 0.070000
0.125800, 0.070000
0.126000, 0.070000
0.126200, 0.070000
0.126400, 0.070000
0.126600, 0.070000
0.126800, 0.070000
0.127000, 0.070000
0.127200, 0.070000
0.127400, 0.070000
0.127600, 0.070000
0.127800, 0.070000
0.128000, 0.070000
0.128200, 0.070000
0.128600, 0.070000
0.128800, 0.070000
0.129000, 0.070000
0.129200, 0.070000
0.129600, 0.070000
0.129800, 0.070000
0.130000, 0.070000
0.130200, 0.070000
0.130400, 0.070000
0.130600, 0.070000
0.130800, 0.070000
0.131000, 0.070000
0.131200, 0.070000
0.131400, 0.070000
0.131600, 0.070000
0.131800, 0.070000
0.132000, 0.070000
0.132200, 0.070000
0.132600, 0.070000
0.132800, 0.070000
0.133200, 0.070000
0.133400, 0.070000
0.133600, 0.070000
0.133800, 0.070000
0.134000, 0.070000
0.134200, 0.070000
0.134600, 0.070000
0.134800, 0.070000
0.135000, 0.070000
0.135200, 0.070000
0.135400, 0.070000
0.135600, 0.070000
0.136000, 0.070000
0.136200, 0.070000
0.136600, 0.070000
0.136800, 0.070000
0.137000, 0.070000
0.137200, 0.070000
0.137400, 0.070000
0.137600, 0.070000
0.137800, 0.070000
0.138000, 0.070000
0.138200, 0.070000
0.138400, 0.070000
0.138800, 0.070000
0.139000, 0.070000
0.139200, 0.070000
0.139400, 0.070000
0.139600, 0.070000
0.139800, 0.070000
0.140000, 0.070000
0.140200, 0.070000
0.140400, 0.070000
0.140600, 0.070000
0.141000, 0.070000
0.141200, 0.070000
0.141400, 0.070000
0.141600, 0.070000
0.141800, 0.070000
0.142000, 0.070000
0.142200, 0.070000
0.142400, 0.070000
0.142600, 0.070000
0.142800, 0.070000
0.143000, 0.070000
0.143200, 0.070000
0.143400, 0.070000
0.143800, 0.070000
0.144200, 0.070000
0.144400, 0.070000
0.144600, 0.070000
0.144800, 0.070000
0.145000, 0.070000
0.145200, 0.070000
0.145400, 0.070000
0.145600, 0.070000
0.145800, 0.070000
0.145800, 0.080000
0.146000, 0.080000
0.146200, 0.080000
0.146400, 0.080000
0.146600, 0.080000
0.146800, 0.080000
0.147000, 0.080000
0.147200, 0.080000
0.147400, 0.080000
0.147600, 0.080000
0.147800, 0.080000
0.148000, 0.080000
0.148200, 0.080000
0.148400, 0.080000
0.148600, 0.080000
0.148800, 0.080000
0.149000, 0.080000
0.149200, 0.080000
0.149400, 0.080000
0.149600, 0.080000
0.149800, 0.080000
0.150000, 0.080000
0.150400, 0.080000
0.150600, 0.080000
0.150800, 0.080000
0.151000, 0.080000
0.151200, 0.080000
0.151400, 0.080000
0.151600, 0.080000
0.151800, 0.080000
0.152000, 0.080000
0.152200, 0.080000
0.152400, 0.080000
0.152600, 0.080000
0.152800, 0.080000
0.153000, 0.080000
0.153400, 0.080000
0.153600, 0.080000
0.154000, 0.080000
0.154200, 0.080000
0.154400, 0.080000
0.154600, 0.080000
0.154800, 0.080000
0.155000, 0.080000
0.155200, 0.080000
0.155400, 0.080000
0.155600, 0.080000
0.155800, 0.080000
0.156200, 0.080000
0.156400, 0.080000
0.156600, 0.080000
0.156800, 0.080000
0.157000, 0.080000
0.157200, 0.080000
0.157400, 0.080000
0.157600, 0.080000
0.158000, 0.080000
0.158200, 0.080000
0.158400, 0.080000
0.158600, 0.080000
0.158800, 0.080000
0.159200, 0.080000
0.159400, 0.080000
0.159600, 0.080000
0.159800, 0.080000
0.160000, 0.080000
0.160200, 0.080000
0.160400, 0.080000
0.160600, 0.080000
0.160800, 0.080000
0.161000, 0.080000
0.161200, 0.080000
0.161400, 0.080000
0.161600, 0.080000
0.161800, 0.080000
0.162000, 0.080000
0.162200, 0.080000
0.162400, 0.080000
0.162600, 0.080000
0.162800, 0.080000
0.163200, 0.080000
0.163400, 0.080000
0.163600, 0.080000
0.163800, 0.080000
0.164200, 0.080000
0.164400, 0.080000
0.164600, 0.080000
0.164800, 0.080000
0.165000, 0.080000
0.165200, 0.080000
0.165400, 0.080000
0.165600, 0.080000
0.165800, 0.080000
0.166000, 0.080000
0.166200, 0.080000
0.166400, 0.080000
0.166600, 0.080000
0.166800, 0.080000
0.167000, 0.080000
0.167200, 0.080000
0.167400, 0.080000
0.167600, 0.080000
0.167800, 0.080000
0.168200, 0.080000
0.168400, 0.080000
0.168600, 0.080000
0.168800, 0.080000
0.169000, 0.080000
0.169200, 0.080000
0.169400, 0.080000
0.169600, 0.080000
0.169800, 0.080000
0.170000, 0.080000
0.170200, 0.080000
0.170400, 0.080000
0.170600, 0.080000
0.170800, 0.080000
0.171000, 0.080000
0.171200, 0.080000
0.171400, 0.080000
0.171600, 0.080000
0.171800, 0.080000
0.172000, 0.080000
0.172200, 0.080000
0.172400, 0.080000
0.172600, 0.080000
0.172800, 0.080000
0.173000, 0.080000
0.173200, 0.080000
0.173400, 0.080000
0.173600, 0.080000
0.173800, 0.080000
0.174000, 0.080000
0.174200, 0.080000
0.174400, 0.080000
0.174600, 0.080000
0.174800, 0.080000
0.175000, 0.080000
0.175200, 0.080000
0.175400, 0.080000
0.175600, 0.080000
0.175800, 0.080000
0.176000, 0.080000
0.176200, 0.080000
0.176400, 0.080000
0.176600, 0.080000
0.176800, 0.080000
0.177000, 0.080000
0.177200, 0.080000
0.177400, 0.080000
0.177600, 0.080000
0.177800, 0.080000
0.178000, 0.080000
0.178200, 0.080000
0.178600, 0.080000
0.178800, 0.080000
0.179000, 0.080000
0.179200, 0.080000
0.179400, 0.080000
0.179600, 0.080000
0.179800, 0.080000
0.180000, 0.080000
0.180200, 0.080000
0.180400, 0.080000
0.180600, 0.080000
0.180800, 0.080000
0.181000, 0.080000
0.181200, 0.080000
0.181400, 0.080000
0.181600, 0.080000
0.181800, 0.080000
0.182000, 0.080000
0.182200, 0.080000
0.182400, 0.080000
0.182600, 0.080000
0.182800, 0.080000
0.183400, 0.080000
0.183600, 0.080000
0.183800, 0.080000
0.184000, 0.080000
0.184200, 0.080000
0.184400, 0.080000
0.184600, 0.080000
0.184800, 0.080000
0.185000, 0.080000
0.185200, 0.080000
0.185400, 0.080000
0.185600, 0.080000
0.185800, 0.080000
0.186000, 0.080000
0.186400, 0.080000
0.186600, 0.080000
0.186800, 0.080000
0.187000, 0.080000
0.187200, 0.080000
0.187400, 0.080000
0.187600, 0.080000
0.187800, 0.080000
0.188000, 0.080000
0.188200, 0.080000
0.188400, 0.080000
0.188600, 0.080000
0.188800, 0.080000
0.189000, 0.080000
0.189200, 0.080000
0.189400, 0.080000
0.189800, 0.080000
0.190000, 0.080000
0.190200, 0.080000
0.190400, 0.080000
0.190600, 0.080000
0.190800, 0.080000
0.191000, 0.080000
0.191200, 0.080000
0.191400, 0.080000
0.191600, 0.080000
0.191800, 0.080000
0.192000, 0.080000
0.192200, 0.080000
0.192400, 0.080000
0.192600, 0.080000
0.192800, 0.080000
0.193000, 0.080000
0.193200, 0.080000
0.193400, 0.080000
0.193600, 0.080000
0.193800, 0.080000
0.194200, 0.080000
0.194600, 0.080000
0.194800, 0.080000
0.195000, 0.080000
0.195400, 0.080000
0.195600, 0.080000
0.195800, 0.080000
0.196000, 0.080000
0.196400, 0.080000
0.196600, 0.080000
0.196800, 0.080000
0.197000, 0.080000
0.197200, 0.080000
0.197400, 0.080000
0.197600, 0.080000
0.197800, 0.080000
0.198000, 0.080000
0.198200, 0.080000
0.198400, 0.080000
0.198600, 0.080000
0.198800, 0.080000
0.199000, 0.080000
0.199200, 0.080000
0.199400, 0.080000
0.199600, 0.080000
0.199800, 0.080000
0.200000, 0.080000
0.200200, 0.080000
0.200600, 0.080000
0.200800, 0.080000
0.201000, 0.080000
0.201200, 0.080000
0.201400, 0.080000
0.201800, 0.080000
0.202000, 0.080000
0.202200, 0.080000
0.202400, 0.080000
0.202600, 0.080000
0.202800, 0.080000
0.203000, 0.080000
0.203200, 0.080000
0.203400, 0.080000
0.203600, 0.080000
0.203800, 0.080000
0.204000, 0.080000
0.204200, 0.080000
0.204400, 0.080000
0.204600, 0.080000
0.204800, 0.080000
0.205000, 0.080000
0.205200, 0.080000
0.205400, 0.080000
0.205600, 0.080000
0.205800, 0.080000
0.206000, 0.080000
0.206200, 0.080000
0.206400, 0.080000
0.206600, 0.080000
0.206800, 0.080000
0.207200, 0.080000
0.207400, 0.080000
0.207600, 0.080000
0.207800, 0.080000
0.208000, 0.080000
0.208200, 0.080000
0.208600, 0.080000
0.209000, 0.080000
0.209400, 0.080000
0.209600, 0.080000
0.209800, 0.080000
0.210000, 0.080000
0.210200, 0.080000
0.210400, 0.080000
0.210600, 0.080000
0.210800, 0.080000
0.211000, 0.080000
0.211200, 0.080000
0.211400, 0.080000
0.211600, 0.080000
0.211800, 0.080000
0.212000, 0.080000
0.212200, 0.080000
0.212400, 0.080000
0.212600, 0.080000
0.212800, 0.080000
0.213000, 0.080000
0.213200, 0.080000
0.213400, 0.080000
0.213600, 0.080000
0.213800, 0.080000
0.214000, 0.080000
0.214200, 0.080000
0.214400, 0.080000
0.214600, 0.080000
0.214800, 0.080000
0.215000, 0.080000
0.215200, 0.080000
0.215400, 0.080000
0.215600, 0.080000
0.216000, 0.080000
0.216200, 0.080000
0.216400, 0.080000
0.216600, 0.080000
0.216800, 0.080000
0.217000, 0.080000
0.217200, 0.080000
0.217600, 0.080000
0.217800, 0.080000
0.218000, 0.080000
0.218200, 0.080000
0.218600, 0.080000
0.218800, 0.080000
0.219000, 0.080000
0.219400, 0.080000
0.219600, 0.080000
0.219800, 0.080000
0.220200, 0.080000
0.220400, 0.080000
0.220600, 0.080000
0.220800, 0.080000
0.221000, 0.080000
0.221200, 0.080000
0.222200, 0.080000
0.222400, 0.080000
0.222600, 0.080000
0.222800, 0.080000
0.223000, 0.080000
0.223200, 0.080000
0.223400, 0.080000
0.223600, 0.080000
0.223800, 0.080000
0.224000, 0.080000
0.224200, 0.080000
0.224400, 0.080000
0.224600, 0.080000
0.224800, 0.080000
0.225000, 0.080000
0.225200, 0.080000
0.225600, 0.080000
0.225800, 0.080000
0.226000, 0.080000
0.226200, 0.080000
0.226400, 0.080000
0.226600, 0.080000
0.226800, 0.080000
0.227000, 0.080000
0.227400, 0.080000
0.227600, 0.080000
0.227800, 0.080000
0.228000, 0.080000
0.228400, 0.080000
0.228600, 0.080000
0.228800, 0.080000
0.229000, 0.080000
0.229200, 0.080000
0.229400, 0.080000
0.229600, 0.080000
0.229800, 0.080000
0.230000, 0.080000
0.230200, 0.080000
0.230400, 0.080000
0.230600, 0.080000
0.230800, 0.080000
0.231000, 0.080000
0.231200, 0.080000
0.231200, 0.090000
0.231600, 0.090000
0.232000, 0.090000
0.232200, 0.090000
0.232400, 0.090000
0.232600, 0.090000
0.232800, 0.090000
0.233000, 0.090000
0.233200, 0.090000
0.233400, 0.090000
0.233600, 0.090000
0.233800, 0.090000
0.234000, 0.090000
0.234200, 0.090000
0.234600, 0.090000
0.234800, 0.090000
0.235000, 0.090000
0.235400, 0.090000
0.235800, 0.090000
0.236200, 0.090000
0.236400, 0.090000
0.236400, 0.100000
0.236600, 0.100000
0.236800, 0.100000
0.237000, 0.100000
0.237200, 0.100000
0.237400, 0.100000
0.237600, 0.100000
0.237800, 0.100000
0.238000, 0.100000
0.238200, 0.100000
0.238400, 0.100000
0.238800, 0.100000
0.239000, 0.100000
0.239200, 0.100000
0.239400, 0.100000
0.239600, 0.100000
0.239800, 0.100000
0.240000, 0.100000
0.240200, 0.100000
0.240400, 0.100000
0.240800, 0.100000
0.241000, 0.100000
0.241200, 0.100000
0.241400, 0.100000
0.241600, 0.100000
0.241800, 0.100000
0.242000, 0.100000
0.242200, 0.100000
0.242400, 0.100000
0.242600, 0.100000
0.242800, 0.100000
0.243000, 0.100000
0.243200, 0.100000
0.243400, 0.100000
0.243600, 0.100000
0.243800, 0.100000
0.244000, 0.100000
0.244200, 0.100000
0.244400, 0.100000
0.244600, 0.100000
0.244800, 0.100000
0.245000, 0.100000
0.245200, 0.100000
0.245400, 0.100000
0.245600, 0.100000
0.245800, 0.100000
0.246000, 0.100000
0.246200, 0.100000
0.246400, 0.100000
0.246600, 0.100000
0.246800, 0.100000
0.247000, 0.100000
0.247200, 0.100000
0.247400, 0.100000
0.247600, 0.100000
0.247800, 0.100000
0.248000, 0.100000
0.248200, 0.100000
0.248400, 0.100000
0.248600, 0.100000
0.248800, 0.100000
0.249000, 0.100000
0.249200, 0.100000
0.249400, 0.100000
0.249600, 0.100000
0.249800, 0.100000
0.250000, 0.100000
0.250200, 0.100000
0.250400, 0.100000
0.250600, 0.100000
0.250800, 0.100000
0.251000, 0.100000
0.251200, 0.100000
0.251400, 0.100000
0.251600, 0.100000
0.251800, 0.100000
0.252000, 0.100000
0.252200, 0.100000
0.252400, 0.100000
0.252600, 0.100000
0.252800, 0.100000
0.253000, 0.100000
0.253400, 0.100000
0.253600, 0.100000
0.253800, 0.100000
0.254000, 0.100000
0.254200, 0.100000
0.254400, 0.100000
0.254800, 0.100000
0.255000, 0.100000
0.255200, 0.100000
0.255400, 0.100000
0.255600, 0.100000
0.255800, 0.100000
0.256000, 0.100000
0.256200, 0.100000
0.256400, 0.100000
0.256600, 0.100000
0.256800, 0.100000
0.257000, 0.100000
0.257400, 0.100000
0.257800, 0.100000
0.258000, 0.100000
0.258200, 0.100000
0.258400, 0.100000
0.258600, 0.100000
0.258800, 0.110000
0.259000, 0.110000
0.259200, 0.110000
0.259400, 0.110000
0.259600, 0.110000
0.259800, 0.110000
0.260000, 0.110000
0.260200, 0.110000
0.260400, 0.110000
0.260600, 0.110000
0.261400, 0.110000
0.261600, 0.110000
0.262000, 0.110000
0.262200, 0.110000
0.262400, 0.110000
0.262600, 0.110000
0.263200, 0.110000
0.263400, 0.110000
0.263600, 0.110000
0.263800, 0.110000
0.264000, 0.110000
0.264200, 0.110000
0.264400, 0.110000
0.264600, 0.110000
0.264800, 0.110000
0.265000, 0.110000
0.265200, 0.110000
0.265400, 0.110000
0.265600, 0.110000
0.265800, 0.110000
0.266000, 0.110000
0.266200, 0.110000
0.266400, 0.110000
0.266600, 0.110000
0.266800, 0.110000
0.267000, 0.110000
0.267200, 0.110000
0.267400, 0.110000
0.267600, 0.110000
0.267800, 0.110000
0.268000, 0.110000
0.268200, 0.110000
0.268400, 0.110000
0.268600, 0.110000
0.268800, 0.110000
0.269000, 0.110000
0.269200, 0.110000
0.269400, 0.110000
0.269600, 0.110000
0.269800, 0.110000
0.270400, 0.110000
0.270600, 0.110000
0.270800, 0.110000
0.271000, 0.110000
0.271200, 0.110000
0.271400, 0.110000
0.271600, 0.110000
0.271800, 0.110000
0.272000, 0.110000
